skills,experience,interest,education,work_type,communication,target_role,job_link
"Flutter, Dart",4.0,Mobile,Graduate,Remote,7.0,Mobile Developer,https://www.dewii.in/android-developer
"Business Analysis, UML",7.0,Management,Post Graduate,Onsite,9.0,Business Analyst,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-4916161-S1852032_en&title=Business+Analyst&SRC=RECNau
"SwiftUI, iOS Dev",5.0,Mobile,Graduate,Remote,8.0,iOS Developer,https://www.redcubeinfotech.com/careers.php
"Photoshop, Illustrator",3.0,Design,Graduate,Remote,8.0,Graphic Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"UX Research, Wireframing",3.0,Design,Graduate,Remote,8.0,UX Researcher,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"TensorFlow, PyTorch",6.0,AI,Post Graduate,Remote,7.0,AI Researcher,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5006307-S1867662_en
"Data Visualization, PowerBI",2.0,Data,Graduate,Remote,7.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"SEO, Content Marketing",5.0,Marketing,Graduate,Remote,9.0,Digital Marketer,https://danguradigital.com/career/sales-and-marketing-executive-june/
"Cybersecurity, Ethical Hacking",5.0,Security,Graduate,Onsite,8.0,Security Analyst,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-4916161-S1852032_en&title=Business+Analyst&SRC=RECNau
"JavaScript, Vue.js",3.0,Frontend,Graduate,Remote,7.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
"Python, ML, TensorFlow",2.0,AI,Post Graduate,Remote,6.0,AI/ML Engineer,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5006307-S1867662_en
"Project Management, JIRA",6.0,Management,Post Graduate,Onsite,7.0,Project Manager,https://hackerkernel.com/jobs/bhopal/it-project-coordinator
"Python, ML, TensorFlow",2.0,AI,Post Graduate,Remote,5.0,AI/ML Engineer,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5006307-S1867662_en
"Google Ads, Analytics",4.0,Marketing,Graduate,Hybrid,7.0,Marketing Analyst,https://www.position2.com/career/junior-marketing-automation-analyst/
"JavaScript, Vue.js",2.0,Frontend,Graduate,Remote,7.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
"Linux Admin, Bash Scripting",4.0,DevOps,Graduate,Onsite,6.0,System Administrator,https://zelis.wd1.myworkdayjobs.com/en-US/ZelisCareers/job/India-Hyderabad/Salesforce-Administrator_JR108049
"Linux Admin, Bash Scripting",6.0,DevOps,Graduate,Onsite,6.0,System Administrator,https://zelis.wd1.myworkdayjobs.com/en-US/ZelisCareers/job/India-Hyderabad/Salesforce-Administrator_JR108049
"AutoCAD, SolidWorks",6.0,Design,Graduate,Onsite,5.0,Mechanical Designer,https://www.desirousgc.com/job/350
"Linux, Networking, Security",5.0,DevOps,Graduate,Onsite,4.0,DevOps Engineer,https://careers.persistent.com/jobview/devops-engineer-india-devops-2024101615152179?source=indeed
"Photoshop, Illustrator",4.0,Design,Graduate,Remote,8.0,Graphic Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"Flutter, Dart",2.0,Mobile,Graduate,Remote,8.0,Mobile Developer,https://www.dewii.in/android-developer
"Cloud Security, IAM",5.0,Security,Graduate,Onsite,6.0,Security Engineer,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-4916161-S1852032_en&title=Business+Analyst&SRC=RECNau
"Swift, iOS Development",3.0,Mobile,Post Graduate,Onsite,7.0,iOS Developer,https://www.redcubeinfotech.com/careers.php
"Leadership, Agile, Scrum",6.0,Management,Post Graduate,Onsite,9.0,Project Manager,https://hackerkernel.com/jobs/bhopal/it-project-coordinator
"Python, Flask, REST API",3.0,Backend,Graduate,Remote,8.0,Backend Developer,https://gokhana.zohorecruit.in/jobs/careers/169479000002520378
"Swift, iOS Development",5.0,Mobile,Post Graduate,Onsite,6.0,iOS Developer,https://www.redcubeinfotech.com/careers.php
"SEO, Content Marketing",6.0,Marketing,Graduate,Remote,10.0,Digital Marketer,https://danguradigital.com/career/sales-and-marketing-executive-june/
"Python, NLP, Spacy",3.0,AI,Post Graduate,Remote,7.0,NLP Engineer,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5006307-S1867662_en
"Adobe XD, Prototyping",5.0,Design,Graduate,Remote,8.0,UI Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"Node.js, Express, MongoDB",2.0,Backend,Graduate,Hybrid,5.0,Backend Developer,https://gokhana.zohorecruit.in/jobs/careers/169479000002520378
"AWS, CloudFormation",4.0,Cloud,Post Graduate,Hybrid,7.0,Cloud Engineer,https://www.google.com/about/careers/applications/jobs/results/142499060689838790-cloud-engineer/?src=online
"Project Management, JIRA",8.0,Management,Post Graduate,Onsite,7.0,Project Manager,https://hackerkernel.com/jobs/bhopal/it-project-coordinator
"PHP, Laravel",3.0,Backend,Graduate,Remote,5.0,Backend Developer,https://gokhana.zohorecruit.in/jobs/careers/169479000002520378
"JavaScript, Vue.js",1.0,Frontend,Graduate,Remote,7.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
"Unity, C#",4.0,Game Dev,Graduate,Onsite,6.0,Game Developer,https://www.desirousgc.com/job/171
"Public Speaking, Leadership",8.0,Management,Post Graduate,Onsite,8.0,Team Lead,https://aristocrat.wd3.myworkdayjobs.com/AristocratExternalCareersSite/job/Noida-UP-IN/Technical-Lead_R0018902-1
"React, JavaScript, UI",1.0,Frontend,Graduate,Remote,7.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
"Swift, iOS Development",5.0,Mobile,Post Graduate,Onsite,6.0,iOS Developer,https://www.redcubeinfotech.com/careers.php
"TensorFlow, PyTorch",6.0,AI,Post Graduate,Remote,6.0,AI Researcher,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5006307-S1867662_en
"Swift, iOS Development",3.0,Mobile,Post Graduate,Onsite,6.0,iOS Developer,https://www.redcubeinfotech.com/careers.php
"AutoCAD, SolidWorks",5.0,Design,Graduate,Onsite,6.0,Mechanical Designer,https://www.desirousgc.com/job/350
"Cybersecurity, Ethical Hacking",4.0,Security,Graduate,Onsite,8.0,Security Analyst,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-4916161-S1852032_en&title=Business+Analyst&SRC=RECNau
"UX Research, Wireframing",2.0,Design,Graduate,Remote,7.0,UX Researcher,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"Scala, Spark",4.0,Data,Post Graduate,Hybrid,5.0,Big Data Engineer,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"UX Research, Wireframing",3.0,Design,Graduate,Remote,7.0,UX Researcher,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"Unity, C#",4.0,Game Dev,Graduate,Onsite,7.0,Game Developer,https://www.desirousgc.com/job/171
"Linux Admin, Bash Scripting",6.0,DevOps,Graduate,Onsite,5.0,System Administrator,https://zelis.wd1.myworkdayjobs.com/en-US/ZelisCareers/job/India-Hyderabad/Salesforce-Administrator_JR108049
"Linux Admin, Bash Scripting",4.0,DevOps,Graduate,Onsite,5.0,System Administrator,https://zelis.wd1.myworkdayjobs.com/en-US/ZelisCareers/job/India-Hyderabad/Salesforce-Administrator_JR108049
"Excel, VBA",6.0,Data,Graduate,Hybrid,7.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Swift, iOS Development",4.0,Mobile,Post Graduate,Onsite,6.0,iOS Developer,https://www.redcubeinfotech.com/careers.php
"SwiftUI, iOS Dev",5.0,Mobile,Graduate,Remote,7.0,iOS Developer,https://www.redcubeinfotech.com/careers.php
"Linux Admin, Bash Scripting",4.0,DevOps,Graduate,Onsite,6.0,System Administrator,https://zelis.wd1.myworkdayjobs.com/en-US/ZelisCareers/job/India-Hyderabad/Salesforce-Administrator_JR108049
"Cybersecurity, Ethical Hacking",4.0,Security,Graduate,Onsite,7.0,Security Analyst,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-4916161-S1852032_en&title=Business+Analyst&SRC=RECNau
"SwiftUI, iOS Dev",3.0,Mobile,Graduate,Remote,6.0,iOS Developer,https://www.redcubeinfotech.com/careers.php
"Communication, CRM",5.0,Sales,Graduate,Onsite,10.0,Sales Executive,https://danguradigital.com/career/sales-and-marketing-executive-june/
"Linux Admin, Bash Scripting",5.0,DevOps,Graduate,Onsite,7.0,System Administrator,https://zelis.wd1.myworkdayjobs.com/en-US/ZelisCareers/job/India-Hyderabad/Salesforce-Administrator_JR108049
"Leadership, Agile, Scrum",8.0,Management,Post Graduate,Onsite,7.0,Project Manager,https://hackerkernel.com/jobs/bhopal/it-project-coordinator
Marketing Automation,3.0,Marketing,Graduate,Remote,6.0,Marketing Specialist,https://www.position2.com/career/junior-marketing-automation-analyst/
"Excel, VBA",6.0,Data,Graduate,Hybrid,8.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Linux, Networking, Security",5.0,DevOps,Graduate,Onsite,6.0,DevOps Engineer,https://careers.persistent.com/jobview/devops-engineer-india-devops-2024101615152179?source=indeed
"PHP, WordPress",4.0,Web,Graduate,Remote,8.0,Web Developer,https://5d.solutions/careers/jobopenings/1204_full_stack_web_developer/
"Python, Django, REST",5.0,Backend,Graduate,Hybrid,6.0,Backend Developer,https://gokhana.zohorecruit.in/jobs/careers/169479000002520378
"Communication, CRM",5.0,Sales,Graduate,Onsite,9.0,Sales Executive,https://danguradigital.com/career/sales-and-marketing-executive-june/
"Cloud Security, IAM",4.0,Security,Graduate,Onsite,7.0,Security Engineer,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-4916161-S1852032_en&title=Business+Analyst&SRC=RECNau
"Photoshop, Figma",2.0,Design,Graduate,Remote,8.0,UI/UX Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"Photoshop, Figma",3.0,Design,Graduate,Remote,8.0,UI/UX Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"C++, Embedded Systems",6.0,Hardware,Post Graduate,Onsite,5.0,Firmware Engineer,https://careers.synopsys.com/job/-/-/44408/77911761744?Indeed_org
"Project Management, JIRA",6.0,Management,Post Graduate,Onsite,8.0,Project Manager,https://hackerkernel.com/jobs/bhopal/it-project-coordinator
"Docker, Kubernetes",2.0,DevOps,Graduate,Remote,5.0,DevOps Engineer,https://careers.persistent.com/jobview/devops-engineer-india-devops-2024101615152179?source=indeed
"JavaScript, Vue.js",3.0,Frontend,Graduate,Remote,6.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
"TensorFlow, PyTorch",5.0,AI,Post Graduate,Remote,7.0,AI Researcher,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5006307-S1867662_en
"Google Cloud, BigQuery",5.0,Cloud,Graduate,Hybrid,7.0,Cloud Engineer,https://www.google.com/about/careers/applications/jobs/results/142499060689838790-cloud-engineer/?src=online
"Python, SQL, Pandas",3.0,Data,Graduate,Remote,7.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Python, NLP, Spacy",3.0,AI,Post Graduate,Remote,7.0,NLP Engineer,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5006307-S1867662_en
"Communication, Negotiation",6.0,Sales,Graduate,Onsite,10.0,Sales Manager,https://danguradigital.com/career/sales-and-marketing-executive-june/
"Communication, Negotiation",4.0,Sales,Graduate,Onsite,10.0,Sales Manager,https://danguradigital.com/career/sales-and-marketing-executive-june/
Marketing Automation,3.0,Marketing,Graduate,Remote,6.0,Marketing Specialist,https://www.position2.com/career/junior-marketing-automation-analyst/
"TensorFlow, PyTorch",4.0,AI,Post Graduate,Remote,8.0,AI Researcher,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5006307-S1867662_en
"Google Ads, Analytics",5.0,Marketing,Graduate,Hybrid,7.0,Marketing Analyst,https://www.position2.com/career/junior-marketing-automation-analyst/
"Adobe XD, Prototyping",3.0,Design,Graduate,Remote,7.0,UI Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"Linux Admin, Bash Scripting",5.0,DevOps,Graduate,Onsite,7.0,System Administrator,https://zelis.wd1.myworkdayjobs.com/en-US/ZelisCareers/job/India-Hyderabad/Salesforce-Administrator_JR108049
"Docker, Kubernetes",4.0,DevOps,Graduate,Remote,7.0,DevOps Engineer,https://careers.persistent.com/jobview/devops-engineer-india-devops-2024101615152179?source=indeed
"Excel, VBA",7.0,Data,Graduate,Hybrid,7.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
Marketing Automation,3.0,Marketing,Graduate,Remote,7.0,Marketing Specialist,https://www.position2.com/career/junior-marketing-automation-analyst/
"Public Speaking, Leadership",6.0,Management,Post Graduate,Onsite,9.0,Team Lead,https://aristocrat.wd3.myworkdayjobs.com/AristocratExternalCareersSite/job/Noida-UP-IN/Technical-Lead_R0018902-1
"Photoshop, Figma",3.0,Design,Graduate,Remote,6.0,UI/UX Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"PHP, WordPress",3.0,Web,Graduate,Remote,7.0,Web Developer,https://5d.solutions/careers/jobopenings/1204_full_stack_web_developer/
"Go, Microservices",6.0,Backend,Graduate,Onsite,6.0,Backend Developer,https://gokhana.zohorecruit.in/jobs/careers/169479000002520378
"Photoshop, Figma",3.0,Design,Graduate,Remote,6.0,UI/UX Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"PHP, WordPress",3.0,Web,Graduate,Remote,8.0,Web Developer,https://5d.solutions/careers/jobopenings/1204_full_stack_web_developer/
"Leadership, Agile, Scrum",6.0,Management,Post Graduate,Onsite,7.0,Project Manager,https://hackerkernel.com/jobs/bhopal/it-project-coordinator
"Photoshop, Illustrator",3.0,Design,Graduate,Remote,8.0,Graphic Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"Business Analysis, UML",6.0,Management,Post Graduate,Onsite,9.0,Business Analyst,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-4916161-S1852032_en&title=Business+Analyst&SRC=RECNau
"HTML, CSS, JavaScript",1.0,Web,Graduate,Remote,7.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
"SQL Server, SSIS",4.0,Data,Graduate,Hybrid,5.0,Data Engineer,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Public Speaking, Leadership",7.0,Management,Post Graduate,Onsite,10.0,Team Lead,https://aristocrat.wd3.myworkdayjobs.com/AristocratExternalCareersSite/job/Noida-UP-IN/Technical-Lead_R0018902-1
"Business Analysis, UML",5.0,Management,Post Graduate,Onsite,8.0,Business Analyst,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-4916161-S1852032_en&title=Business+Analyst&SRC=RECNau
"Data Visualization, PowerBI",4.0,Data,Graduate,Remote,6.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"PHP, Laravel",2.0,Backend,Graduate,Remote,5.0,Backend Developer,https://gokhana.zohorecruit.in/jobs/careers/169479000002520378
"Flutter, Dart",4.0,Mobile,Graduate,Remote,6.0,Mobile Developer,https://www.dewii.in/android-developer
"Leadership, Agile, Scrum",8.0,Management,Post Graduate,Onsite,8.0,Project Manager,https://hackerkernel.com/jobs/bhopal/it-project-coordinator
"Unity, C#",3.0,Game Dev,Graduate,Onsite,7.0,Game Developer,https://www.desirousgc.com/job/171
"TensorFlow, PyTorch",6.0,AI,Post Graduate,Remote,7.0,AI Researcher,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5006307-S1867662_en
"Google Ads, Analytics",3.0,Marketing,Graduate,Hybrid,6.0,Marketing Analyst,https://www.position2.com/career/junior-marketing-automation-analyst/
"SQL, Oracle",5.0,Data,Post Graduate,Onsite,6.0,Database Administrator,https://careers.united.com/us/en/job/GGN00001993/Database-Administrator-II-Information-Technology?src=JB-10440
"SQL, Tableau",3.0,Analytics,Graduate,Hybrid,7.0,BI Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Linux Admin, Bash Scripting",5.0,DevOps,Graduate,Onsite,7.0,System Administrator,https://zelis.wd1.myworkdayjobs.com/en-US/ZelisCareers/job/India-Hyderabad/Salesforce-Administrator_JR108049
"SQL Server, SSIS",3.0,Data,Graduate,Hybrid,6.0,Data Engineer,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"React Native, Mobile Dev",2.0,Mobile,Graduate,Remote,8.0,Mobile Developer,https://www.dewii.in/android-developer
"Linux, Networking, Security",5.0,DevOps,Graduate,Onsite,5.0,DevOps Engineer,https://careers.persistent.com/jobview/devops-engineer-india-devops-2024101615152179?source=indeed
"Docker, Kubernetes",2.0,DevOps,Graduate,Remote,7.0,DevOps Engineer,https://careers.persistent.com/jobview/devops-engineer-india-devops-2024101615152179?source=indeed
"SQL, Oracle",6.0,Data,Post Graduate,Onsite,7.0,Database Administrator,https://careers.united.com/us/en/job/GGN00001993/Database-Administrator-II-Information-Technology?src=JB-10440
"AutoCAD, SolidWorks",5.0,Design,Graduate,Onsite,5.0,Mechanical Designer,https://www.desirousgc.com/job/350
"TensorFlow, PyTorch",6.0,AI,Post Graduate,Remote,6.0,AI Researcher,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5006307-S1867662_en
"Leadership, Agile, Scrum",8.0,Management,Post Graduate,Onsite,9.0,Project Manager,https://hackerkernel.com/jobs/bhopal/it-project-coordinator
"Google Cloud, BigQuery",4.0,Cloud,Graduate,Hybrid,6.0,Cloud Engineer,https://www.google.com/about/careers/applications/jobs/results/142499060689838790-cloud-engineer/?src=online
"Photoshop, Figma",3.0,Design,Graduate,Remote,6.0,UI/UX Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"Flutter, Dart",2.0,Mobile,Graduate,Remote,6.0,Mobile Developer,https://www.dewii.in/android-developer
"AWS, CloudFormation",5.0,Cloud,Post Graduate,Hybrid,6.0,Cloud Engineer,https://www.google.com/about/careers/applications/jobs/results/142499060689838790-cloud-engineer/?src=online
"Python, Django, REST",3.0,Backend,Graduate,Hybrid,6.0,Backend Developer,https://gokhana.zohorecruit.in/jobs/careers/169479000002520378
"PHP, WordPress",4.0,Web,Graduate,Remote,8.0,Web Developer,https://5d.solutions/careers/jobopenings/1204_full_stack_web_developer/
"Public Speaking, Leadership",8.0,Management,Post Graduate,Onsite,9.0,Team Lead,https://aristocrat.wd3.myworkdayjobs.com/AristocratExternalCareersSite/job/Noida-UP-IN/Technical-Lead_R0018902-1
"JavaScript, Vue.js",2.0,Frontend,Graduate,Remote,7.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
"Go, Microservices",5.0,Backend,Graduate,Onsite,5.0,Backend Developer,https://gokhana.zohorecruit.in/jobs/careers/169479000002520378
"SwiftUI, iOS Dev",3.0,Mobile,Graduate,Remote,8.0,iOS Developer,https://www.redcubeinfotech.com/careers.php
